,id,text,label,label_text
38,4b61dffbeb,i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,0,negative
39,2863f435bd,"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",2,positive
40,d93afa85cf," Car not happy, big big dent in boot! Hoping theyre not going to write it off, crossing fingers and waiting",1,neutral
41,fab6b7d16c,im an avid fan of **** magazine and i love your magazines,2,positive
42,2e7082d1c8,MAYDAY?!,1,neutral
43,684081e4e7,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80`S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",1,neutral
44,c77717b103, I love to! But I`m only available from 5pm.  and where dear? Would love to help  convert her vids.ï¿½,2,positive
45,a9d499e123,The girl in the hair salon asked me 'Shall I trim your eyebrows!' How old do I feel?,1,neutral
46,ddf296dffa,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,0,negative
47,c3924dc9e4,:visiting my friendster and facebook,1,neutral
48,3d9d4b0b55,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more",0,negative
49,3fcea4debc, which case? I got a new one last week and I`m not thrilled at all with mine.,0,negative
50,a3ae670885, Then you should check out http://twittersucks.com and connect with other tweeple who hate twitter,1,neutral
51,15d5f3a41b," also bored at school, its my third freelesson( freistunde )",1,neutral
52,3c4a21b2cb, hm... Both of us I guess...,1,neutral
53,11084dac09, it is ****...u have dissappointed me that past few days,0,negative
54,d8ba2a99a9, romance zero is funny,2,positive
55,e77fd45003, I`d rather do the early run..but I am a morning runner,1,neutral
56,b159318d76,Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,0,negative
57,6086b1f016,will be back later.  http://plurk.com/p/rp3k7,1,neutral
58,703afdc44b,Aw. Torn ace of hearts  #Hunchback,0,negative
59,90f3d2b572, what fun are you speaking of?,1,neutral
60,52483f7da8,"i lost all my friends, i`m alone and sleepy..i wanna go home",0,negative
61,a4b0888da6, haha yes,1,neutral
62,2a9765b7f9,I give in to easily,0,negative
63,90a2cdb657,What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,2,positive
64,98f25bc596,mannnn..... _ got an iphone!!! im jealous....  http://bit.ly/NgnaR,0,negative
65,23e1f7dca4,Is at a photoshoot.,1,neutral
66,95e12b1cb1,  He`s awesome... Have you worked with him before? He`s a good friend.,2,positive
67,c34feef039,Yay playing a show tonight! Boo it`s gonna soggy and I`m at work right before playing,1,neutral
68,fa2654e730,Chilliin,2,positive
69,187494c25b," If you know such agent, do let me know",1,neutral
70,4213627c3c,I still smell of smoke  #kitchenfire,1,neutral
71,a4e00d4d26, a celtics-lakers rematch sounds better don`t you think? lol,2,positive
72,04e2e334de,"Anyone have an extra Keane ticket? I promise to buy you a drink and take rad pics for your FB / Blog / Flickr., etc",1,neutral
73,0c4aa867d0,"'you can ride one, you can catch one, but its not summer til you pop open one'  ?",1,neutral
74,a6c61eac26, she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no,1,neutral
75,94bd67443c,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight,1,neutral
76,35f393a245,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",0,negative
77,b2c9f115b1, My sources say no,1,neutral
78,0a61cbf4b5,I am sooo tired,0,negative
79,ee9ec7a5a4," Hey, you change your twitter account, and you didn`t even tell me...",1,neutral
80,bbbc46889b, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,2,positive
81,58d382e07a, lucky kid...i so wanna see loserville  pity im in oz....,2,positive
82,cb4d439ebc,fell asleep waiting for my ride!,1,neutral
83,64ed512788,Sick. With a flu like thing.,0,negative
84,4cd390c007,"Still no reply from  about my SimFinger problem  So no iRape parody video until I get a response, sorry guys",0,negative
85,3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),2,positive
86,0c0563423e, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.,1,neutral
87,cd0d522bb1,"His snoring is so annoying n it keeps me from sleeping (like right now, lol) but I honestly wud miss it if it eva left  I love him.",1,neutral
88,bffa3ddd61,i miss you bby      wish you were going tomorrow to make me do good.,0,negative
89,9339ee8e0b, Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,2,positive
90,a76f9cf8ce, SWEEEEET - San Fran is awesome!!!!  Love it there,2,positive
91,4ce121e2ad,_Mounce yes and it lasts way past my bedtime!,1,neutral
92,a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,1,neutral
93,55bacda5eb,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow,0,negative
94,b63ed6da62,eating ice cream and then getting ready for graduation.,1,neutral
95,4c41a35a2a,Happy Mothers day to all you Mums out there,2,positive
96,61a8e11e8a," CASEY`S GONE?!?! BUT WHY?! So, she piddled a little on the carpet. She`s prolly freaked cause it`s new. Can we get her back?",0,negative
97,447dc22c81, hemp cloth is marvelous but unfortunately no,0,negative
98,3408db03a3,Gonna read a story bout adam lambert online then bed. Nighty night,1,neutral
99,92e1b6846e, We saw that in none 3D - the baddie`s the best,2,positive
100,2207d982bc,4am. And Im on the beach. Pretty,2,positive
101,15e01e1749," Certainly not Cheers than, huh?",1,neutral
102,ebcdf07ac5,"1 week post my'horrible, traumatic jumping cholla accident.'-cholla`s next dirty trick:pieces are starting to emerge from my hand! Ouch!",0,negative
103,fd9fb4f1ad,i realy wanted to go out cause its so nice but everybodys busy,0,negative
104,6b018d3d2d, Awesome.  I`m down in Ocean Beach (if you know where that is.) By the way. 'YourBiggestFan' I`m a re-al big fan of you-rs.,2,positive
105,327a009a7d,at least I get to watch over time  Let`s go Pens!!,1,neutral
106,d0d3c6f298, cool i wear black most of the time when i go out,1,neutral
107,40649553ef, haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,2,positive
108,561b44a42f, have a safe trip joshy poo.......you`ll knock them dead at your speech,2,positive
109,a05aea73d7," woof, I wish I was allowed to go",2,positive
110,9c4817f73b,if u have a friendster add me!!!!!!!!!        my email adress      add me  loco_crime_1st.com        add me leave some comment,1,neutral
111,f0c1601d8b,  has tickets.......?,1,neutral
112,d421fbd332,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!",2,positive
113,99b7ec4b0b, ACSM. it`s unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,1,neutral
114,a655fbb5eb,"Aww, I love my daddy! He works 7 days a week almost all day and still tries to go to SF with all of us",2,positive
115,43e9a93104,So many tests todayyy  I don`t feel confident about anyy.,0,negative
116,401869d615,graduation is done  im a little sad.. anyone want to hang out???,0,negative
117,9843c4688e, hahaa your awesomee !,2,positive
118,87fbf14655,holy smokes! star trek was freaking awesomeeeee,2,positive
119,22d1806fa0,"I hate Fallout 3 it keeps making me jump, I`m also low on health, money, ammo and food  don`t worry I`ll get through it.",1,neutral
120,9d2cffd953," I had it! On my itunes, but then I lost all my songs.",1,neutral
121,f78761f7ec,What`s with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,1,neutral
122,66057d58c2,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",0,negative
123,af90ad5989," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",0,negative
124,f0460d611d,not well,0,negative
125,6649f3558c, Not a prob hun,2,positive
126,24532ab83c,"at dads, watching some mtv and am going on sims2 in a minutee",1,neutral
127,8e1583cb08, Absolutely,1,neutral
128,4ea61dbc7a, what`s the matter chickadee?,1,neutral
129,94f67cfa6d, hey mia!  totally adore your music.  when will your cd be out?,2,positive
130,29dfaf5e3b,"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",2,positive
131,974b35f889, =O you need to ask him something? Lmao I love him too,2,positive
132,b495300bbf, those splinters look very painful...but you were being very heroic saving mr. Pickle,0,negative
133,504539e6ec, why are you sad?,0,negative
134,6903cb08f2, Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,2,positive
135,1996048e7a,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,2,positive
136,c6d0c7676c, Namaskar & Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !,1,neutral
137,ef74bab7f3," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",1,neutral
138,f3cf8ec01b,Humous and Dorito`s.... Oh yes,1,neutral
139,cb1b0d191d,"missed all the awesome weather, because she was in a movie!",0,negative
140,3e67a75303,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,1,neutral
141,997a62f83f,"These kids are terrible! If I was in Good Evans, I`d call Childline",0,negative
142,7e1757d4f0,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",0,negative
143,254546cd2c," What`s sad is that I actually had to google that term. That sucks, tho.",0,negative
144,7e4ed52c4a,Hate fighting,0,negative
145,5069ae7a15," I watched that too!!! I didnt want her to win, but she put up a good fight..lol",1,neutral
146,48cdcd5f28,Car-warmed Sprite tastes like sore throat,0,negative
147,1b1b02af59,Just came 11th in cross country and beat dumbo,1,neutral
148,ae71041e21,Candle wax is very enjoyable.,2,positive
149,11c10e3fc5," She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her",2,positive
150,19526ac03e,tomorrow valeria`s lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it,1,neutral
151,960bbdc0c3,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,2,positive
152,fd285fe74a, me too. I hate my computer so much..,0,negative
153,a5a1c996c0, fine! Going to do my big walk today 20 or so miles,2,positive
154,20ec7c7c32,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,0,negative
155,b948984e8d,Mmmmmmmm... ? it in the morning,1,neutral
156,6824c44c21, me neither,1,neutral
157,02d140362f,"Has about 10 hours work to do, on a Sunday. Boo. I will find time for a two hour lunchbreak though. Yeah",1,neutral
158,5f93cc70ff,Bugger. forgot I still have washing in my machine,0,negative
159,4e6a5c0034,"_Laurie sending love, blessings & healing thoughts to you & family  peace",2,positive
160,e4e9b8713a,My back hurts...really bad,0,negative
161,08975f62a8," ah yes, I know that feeling",1,neutral
162,4a1ce7dc3b,Night of the cookers with my dad,1,neutral
163,328a0e76bd,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,0,negative
164,abbd0db2a5, Nope I am in Coquitlam,1,neutral
165,940eb93dd5, Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,0,negative
166,c78bf59e67,  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,2,positive
167,e73425ffdc,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,1,neutral
168,e56eeb4968,Few Bevvies 2day in twn..great on a day off!!,2,positive
169,7162d447ab,first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,2,positive
170,f3d95b57b1, good morning,2,positive
171,5e4eac2b2e, its the best show EVER!,2,positive
172,bc02870b7d,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,0,negative
173,80e45e833f,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .,1,neutral
174,f29df52d91, I want to know when the auditions are Mander! Text or...reply please!,1,neutral
175,079e4e3472,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,0,negative
176,557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,0,negative
177,8d09044937,i need to get my computer fixed,1,neutral
178,9d3a1e0269,really hopes her car`s illness is not terminal...,0,negative
179,7ff2dbbe25,"All the cool people I want to find for following today are #English, and I guess the English don`t tweet.",1,neutral
180,5a254fbb98, no sir...i woulda put honey...but i don`t have any,1,neutral
181,417176c08e,who watched X-men origins: wolverine? i totally loved it! haha,2,positive
182,2bf5c7dba7, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,2,positive
183,8407ac30b0, I`m sad that I missed you guys last night!,0,negative
184,6ed347b1a5,Finally got a call for marriage counseling 3 days late....,1,neutral
185,97625460cf, ok then,1,neutral
186,32e4ffe225,_420 why baby?,1,neutral
187,24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,0,negative
188,82b75647fd,We`re having an impromptu pool party... Except I don`t know how to swim so I can`t get in,1,neutral
189,a0a306868a,lost my tooth 2day whilst i was eating gum...oww,0,negative
190,9b11b686ec,happy 1 year! <3,2,positive
191,7e7bc11e45,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",2,positive
192,28dbada620, *phew*  Will make a note in case anyone else runs into the same issueï¿½,1,neutral
193,3e880ec28d,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0,negative
194,38271074d1,I`m starving!! This diet is killing me but I can`t eat after 8pm,0,negative
195,ef12a3d183, i talk to you,1,neutral
196,f0db54f5bf,im soo bored...im deffo missing my music channels,0,negative
197,e651d415c6, nite nite bday girl  have fun at concert,2,positive
198,931a866d3f,"Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now",1,neutral
199,7a718b23ef,_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,1,neutral
200,a6fccce9db,should be sleeping.  lost my voice a couple day ago.,0,negative
201,c017d0c221,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,0,negative
202,287755c5dd, I`ve heard this fall. I`m waiting too!,1,neutral
203,58c435d2cf, more nightmares?  *huggles*,1,neutral
204,e6ee6826df,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,0,negative
205,01b2476dd7,going to bed its late and I have headache,0,negative
206,e02cf4af4c,happy mother`s day to all moms out there...,2,positive
207,2dc0dc0d5d,Grabbing coffee from  then making mom breakfast,1,neutral
208,1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,2,positive
209,b6b35af246, thanks. before the major chop.,1,neutral
210,375e74d063," Haha I know, I cant handle the fame!  and thank you!",2,positive
211,4700be3234,just got up and updated my ipod,1,neutral
212,e5c6a6bb5a, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,2,positive
213,4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,2,positive
214,4c73ad2888,Saw James carville in the store today. His head is really that bald,1,neutral
215,2dcd8766a8,yellow for   ? http://blip.fm/~5z05g,1,neutral
216,234093bef1, which means you`re just going to have to come back to vancouver and have it our way! hahah,1,neutral
217,ca832cad51,Feeling smooth like chrome,2,positive
218,a8734230b6,Ew traffic,0,negative
219,0b5c2a7d7c,"downloading songs while trying to sneak a lil homework in too, which should be my main priority not songs lol",1,neutral
220,e70d294d95,@_Ra_Ra_ your not alone...i need coffee too.,1,neutral
221,f84b89a828, Sounds like me,1,neutral
222,ee37bea884,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,1,neutral
223,242d92151a,Walking to class. I hate not having a bike....especially mine.,0,negative
224,f3a77c2b5e,_nesmith,1,neutral
225,1d6411e9dd,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",0,negative
226,151c10cc39,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",2,positive
227,7b1927e748,happy mother`s day to all the mothers in the world.,2,positive
228,9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",2,positive
229,0cb4504f2c,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,2,positive
230,ae21c1ac38,The exception for a short dude: Larenz fineass Tate yum,1,neutral
231,8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",2,positive
232,c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",2,positive
233,148ac38bea, Yes i work 6 to 3...,1,neutral
234,641555ac70," Hmmm, maybe that`s what they meant. They eluded to something brand new but you know how the media is",1,neutral
235,4bda359cbb,Done at the spa   now meeting vic for some late lunch!,1,neutral
236,ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,2,positive
237,1af124bc1c, Always have wanted to go to Oz,1,neutral
238,e98226e842, Thx,1,neutral
239,85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,2,positive
240,7df7221145,  that`s why I need to be there...To represent the Blackberries,2,positive
241,0ab8f9c4bc,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,1,neutral
242,06cad97de6, If only we could ever actually be allowed to stay here and do that,1,neutral
243,37f6bd5ac5, Let me know how that turns out!!,1,neutral
244,9bef0d7135, was that sass I detect?  As long as it isn`t back sass! Haha,1,neutral
245,7436ec1a2c," yeah I was thinking about that ,ahaha",2,positive
246,cf10e9309a, Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,1,neutral
247,ce69e99e71,I`m not sleeping at all until  accepts my appology,0,negative
248,6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",0,negative
249,914c40995f," I live for pain, bring it on",1,neutral
250,258f37341e,"okay, i`m out for a while  back later!",1,neutral
251,77ba0fee75,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,1,neutral
252,96a4ce0d47,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,2,positive
253,5bcc50c275,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,1,neutral
254,c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",0,negative
255,7e3c091fc2,going to shower because i don`t want to smell at school tomorrow,1,neutral
256,869bb56451, Sigh... you know I am...,1,neutral
257,09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",2,positive
258,251aa82551,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,1,neutral
259,8e0a0ffbe1,just got home from work.... and is chugging down a big bottle of apple juice.,1,neutral
260,799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,0,negative
261,d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,2,positive
262,dbe1d16b29, it was only once for my big brother...and I`m done now,1,neutral
263,7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,1,neutral
264,97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",2,positive
265,e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,2,positive
266,2ece7f3810,  hope he is ok!,2,positive
267,ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,2,positive
268,84ca20505a,"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",1,neutral
269,de8c4c410d, Hell Yeah!,1,neutral
270,e33d5ceea2, HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,1,neutral
271,394881b7d0, i know!!,1,neutral
272,52d8be9124, huh what the ****? Smelly? Noooo. I love alex Vixon,1,neutral
273,dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",2,positive
274,2a5bb8d827," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",2,positive
275,dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",2,positive
276,894e188d01,HAPPY MOTHERS DAY.!,2,positive
277,a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",2,positive
278,89d5b3f0b5,  Thanks,2,positive
279,fe0abe1754,twittering after 2 days!,1,neutral
280,1b6380b1b3,Getting ready for week  Its too nice today to be stuck inside working!,2,positive
281,02c004bc2d,I am tres depressed,0,negative
282,b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",0,negative
283,80481307d5,Happy Mothers Day people. i love my mom a lot still,2,positive
284,05a0e60f99, I`m sorry to hear that.,0,negative
285,e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",2,positive
286,a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",2,positive
287,53e78f3f89,Is getting the hang of Twitter.,1,neutral
288,ba83f744d8,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,0,negative
289,2dd0cddb70,I want it BACK NOW!: http://bit.ly/PP1WZ,1,neutral
290,e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,0,negative
291,7ae37ef593,"bathing with two little angels, Keyla and Janice.",1,neutral
292,73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",0,negative
293,f5b15be6f6, HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,1,neutral
294,68bda81bb9,"Family is here,hanging with them",1,neutral
295,59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,2,positive
296,e3731b6ce8, what`s goin on hun?  I`m worried about you,0,negative
297,b09362ee8e, Im not bannished... but I am at work till 6,0,negative
298,c4f9792d55," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",1,neutral
299,20d4300a14," red top tabloids, build em up, knock em down",1,neutral
300,7b69f49c42,tonight in party w/ my girls (minus vita),2,positive
301,519a5d3be7,  why not now you made me sad I thought you`d be jumping for joy,1,neutral
302,aa97eca66f, Simple my a#@,1,neutral
303,d3230b7cfd,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",1,neutral
304,294df18b9f," I saw the play of it here, it was amazing",2,positive
305,e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,2,positive
306,b7a9ba95d0,Dinner with the fam... I have missed them,0,negative
307,6943d0f480,"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",1,neutral
308,9e047ed52a,Hell yeah Kellynn got a Twitter. Finally.,1,neutral
309,a54d3c2825," I know   It was worth a shot, though!",2,positive
310,5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",2,positive
311,c4ab28566e,Ship. I`m stuck.,0,negative
312,162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,2,positive
313,c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",0,negative
314,fdb77c3752,,1,neutral
315,ddd4dd7be4,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,1,neutral
316,d2af698d65,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,1,neutral
317,1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,0,negative
318,bb61a7094b,today is a busy day. exhausting!,0,negative
319,454ea2153b," I was going to go on Sunday, but now I`ve got too much going on that weekend",1,neutral
320,b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,0,negative
321,e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,0,negative
322,ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",2,positive
323,5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,0,negative
324,ed6c2e4824, Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,1,neutral
325,a8f2acd515,sore throat. Planning the TET outing to Marwell though...good times,1,neutral
326,e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,2,positive
327,4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,0,negative
328,be8544ffb1, There!,1,neutral
